X,Y,ID,ESTACION,LINEA
-58.4350135337339,-34.5751783641113,62.00000000000,MINISTRO CARRANZA,D
-58.4446681483349,-34.5700123078257,63.00000000000,OLLEROS,D
-58.452125603389,-34.5662152421589,64.00000000000,JOSE HERNANDEZ,D
-58.456489134589,-34.5623090869975,65.00000000000,JURAMENTO,D
-58.455029286281,-34.5871978529904,66.00000000000,FEDERICO LACROZE,B
-58.4616517616898,-34.6433121624098,67.00000000000,PLAZA DE LOS VIRREYES - EVA PERON,E
-58.4578917557731,-34.640137352298,68.00000000000,VARELA,E
-58.3739558069511,-34.6078023364289,69.00000000000,CATEDRAL,D
-58.3709684989674,-34.6088103091689,70.00000000000,PLAZA DE MAYO,A
-58.4623784082243,-34.5556417664261,71.00000000000,CONGRESO DE TUCUMAN,D
-58.3699298501225,-34.6029894966332,72.00000000000,LEANDRO N. ALEM,B
-58.4662272046922,-34.5840946201161,73.00000000000,TRONADOR - VILLA ORTÚZAR,B
-58.4742408261771,-34.5812488459579,74.00000000000,DE LOS INCAS -PQUE. CHAS,B
-58.4567097975238,-34.6266665931803,75.00000000000,CARABOBO,A
-58.4486476540264,-34.6235289528894,76.00000000000,PUAN,A
-58.4054503284842,-34.6044902016081,77.00000000000,CORRIENTES,H
-58.4057948259686,-34.6384059882851,78.00000000000,PARQUE PATRICIOS,H
-58.4123851512005,-34.6412689433909,79.00000000000,HOSPITALES,H
-58.4810135036721,-34.5777973775423,80.00000000000,ECHEVERRÍA,B
-58.4863853478891,-34.5743189142748,81.00000000000,JUAN MANUEL DE ROSAS - VILLA URQUIZA,B
-58.4696396292247,-34.630707087006,83.00000000000,SAN PEDRITO,A
-58.4635405106287,-34.629087226797,82.00000000000,SAN JOSÉ DE FLORES,A
-58.4037214964387,-34.5984551117734,84.00000000000,CÓRDOBA,H
-58.3972155751019,-34.5874615464262,85.00000000000,LAS HERAS,H
-58.402376175035,-34.5945253962188,86.00000000000,SANTA FE - CARLOS JAUREGUI,H
